text,label,text_length
দ্যা থ্রো বাড়ি আসে।,threat,20
জাহিদ খানের হিরো আলমের জুতা টানার ক্ষমতা নেই।,threat,45
জুতার মুখে। বারি তুর,threat,20
পাবেন মেয়ে ওরে নাস্তিক ফেলবেন,threat,29
জুতামার সুন্দর হয়েছে,threat,20
পরকালে বিশ্বাস ঈশ্বর আপনাকে বিচার ফেমেলির সবাই নাস্তিক নাস্তিক শালির বাড়ির শালি জুতা মারা ডিম থেরাপি একজন পাগল,threat,111
শালিরে দেশথেকে বেরকরে জুতাপেটা,threat,30
ক্ষমা চাও পুরো পরিবার নাটক তোমাকে দেব সবাইকে নাটক দেব না।,threat,57
জুতা পরতে হবে।,threat,14
আঝরা বাশ প্রস্তুত।,threat,18
নাস্তিকের সন্তানকে জুতা বাংলাদেশ বের উচিত।,threat,42
বাল ফালাউনের বাচ্চা এলে মাথা আলগা হাতে দিতাম।,threat,45
চাপা খাবিসের ভাল্লাগ জুতার গোবরের সাথে ঝারু বাইরাই গলায় মনডা মালা লাগিয়ে বেয়াদপ মহিলা খাচ্চুর।,threat,97
নাস্তিকের কারনে দেশের অবস্থা এইসব গুলো দেশ নাস্তিক বিতাড়িত কর্তব্য,threat,66
বারি দইরা কবির জুতার সাফা মারো,threat,30
বেইশ্যাটাকে পোষন করছি। সহমত পিটা জুতা,threat,37
পিটা করো জুতা,threat,13
পুড়তে হবে। আগুনে,threat,17
আয় জুতাবো তোরে সাফা,threat,19
মাদারফাকটাকে করো,threat,16
হিরুআলমের মান পায়ের সামাজিক সেবা জুতার মিসাসদাগর।,threat,50
জুতা শালির মাগী কপালে। লুচ্চা মার,threat,33
জায়েদ খান আপনাকে জুতা মারতে সালা মুরুক্ষ হিরো আলমের কষ্ট পাচ্ছেন সম্মান সম্মান পাবেন।,threat,86
সাফা কবিরের গালে জুতা।,threat,22
সেফুদার পাঠানো উচিত।,threat,20
খান জাহিদ মারা জুতা,threat,19
জুতামারা গাঁ নারী ছুট জাতের খাঁ,threat,31
পাঠ্য পুস্তক মুসলিমদের মুসলিম কবিসাহিত্যিকদের কবিতাগল্প বাদ দিয়ে সংখ্যালুঘু নাস্তিকদের আধিপত্যে বিশ্বাস ছিলেন।পাঠ্য পুস্তক অধিদপ্তরশিক্ষা মন্ত্রণালয়ে সংখ্যালুঘুদের অধিক হারে দায়িত্ব নেবার চুপ ছিলেন।এমনকি মাদ্রাসা অধিদপ্তরে হিন্দু সচিব নিয়োগ দেবার চুপ ছিলেন।মন্ত্রণালয়প্রশাসনে নিয়োগ প্রাপ্তিতেও চুপ ছিলেন।হাসপাতালশিক্ষাপ্রতিষ্ঠানে নিয়োগ প্রাপ্তিতেও আপনারা চুপ ছিলেন।তাদের সংঘঠনের অপপ্রচার নালিশে চুপ ছিলেন।তাদেরই ইশকন কর্তৃক প্রলোভনেজোর হরে কৃষ্ণ খাদ্য দেওয়াতেও চুপ ছিলেন।এতকাল চুপের রাজনীতি ধীরে ধীরে পাবেন।আগে দেশে অপপ্রচার করতো বিদেশে করছে।কদিন আমরাই বিতাড়িত হব।সর্বদা নিজ ধর্ম চুপ ছেড়ে রেজাল্ট চর্চা থাকবো।এগুলা আপনাদের নামের প্রাপ্য।খোদায়ী গজব দূরে না।,threat,656
করুম ওঁরে,threat,9
সাফাকে পেলে পিটাই তাম।,threat,22
বাবামাকে বিশ্বাস করো জুতায় গুইয়া পিটাই করতাম এফবি আইডি বিল পাবলিকের ভয়ে আছো,threat,78
ইসলামের যোদ্বা কথাটা বলতেন তলোয়ার দিয়ে বন্ধরা আপনাকে জবাই করতামদুঃখ পাবেন দায়িত্বতবে সাফা কবির একটা কথা ময়দানে লক্ষ্য ওনি কথায় ভুল ওনার বুঝা যায় ওনি ভুল করেননিবেয়াদব,threat,165
পালতু মেয়েটার নাটক বন্ধ চাচা সস্তা জুতা মেরে ফেলবে বন্ধু পিছনেই থাকবে।,threat,71
তোমাকে করবো।,threat,12
প্রথমে মারা খেলবে খেলবে।,threat,24
একজন ভদ্র নাস্তিক ফাঁসি চাও।,threat,28
বের পিটা জুতা খেয়ে জাহেদকে যায়।,threat,33
জাহেদ খান একটা জাহেদ খান তরে ছাগল চিনে। হিরো আলমের যুগ্যতা জুতার কয়জনে হিজরা তর নাই।,threat,84
মার্ক জুকারবার্গকে জুতা চুল্লি বলছি হাহার চুল্লিতে শান্তি পাচ্ছি না।,threat,68
জুতা নাস্তিকদের মারা।,threat,21
বিশ্বাষ করো ফিল্ডের গালে নাস্তিক কির জুতা আছে।,threat,46
খানকে জুতা জায়েদ মার।,threat,22
বাংলা ভারতে জুতা পাঠানোর নাস্তিকদের দেয়া উচিত।,threat,47
সাপোট মুল খারাপআল্লাহকে মাননা পাঠাওসামনে আল্লাহর কাচে বিচারএকে পাবনা পাইলে জুতা পিটা করতামবেয়াদব,threat,96
মাথা খারাপ,threat,10
সারাজীবন ছায়াতলে দাদাদের তোর থাকবি তুই চোখ বন্ধ বুঝবি ধানে চাল মাটিতে জায়গা তোর আল্লাহ ভালো জানেন। তোর শুভবুদ্ধির উদয় কামনাই,threat,124
জুতা পাচা কাবিরকে মার,threat,21
হিরো আলম জুতা। জবাব জায়েদ ভায়ের মুখ খানের,threat,41
জুতা মেরে গরু দানসাফা ভয় ক্যারিয়ার হ্মমা চায় নিলহ্ম লহ্ম মানুষের এতদিনের নাম যস আল্লাহকে বাচানোর হ্মমা চাইছে,threat,108
তুই একটা মারা ২য় হান্কি নাছরিন।তুরে জুতা নাস্তিক। দরকার তছলিমা,threat,62
জুতা নাস্তিক থু থু গালে মুখে শয়তান।,threat,36
নইলে হয়ে সোনা যাও ভালো,threat,22
শর্ট জাইড,threat,9
পাবলিক মাথায় তুলতেও জানে দিতেও পায়ের জুতার মালা মাথায় পরিয়ে জানে।,threat,69
গরু।,threat,4
ভুল করো ভুল ইসলামের আসে জুতার মানুষের আসবে।,threat,43
। জুতার বাড়ি,threat,13
বুদার পোত জায়েদ খান অভিনয়ের জানি হুম ভিডিও তে মারতে দেখলাম তুই ভুদার নায়ক মাদার চুদ অ টা বুজছ তর অভিনয় দেখলে তরে চিরিয়া কানায় নিয়া আটকায় তর অভিনয় দেখলে কপালে জুতা দিয়া চায়,threat,171
তোকাই আলমের গালে জুতা মার তালে তালে।,threat,36
হায়রে অভাগা এন রাখলি ইজ্জত না।,threat,30
শা মার রে। লি জুতাটা,threat,20
তোর বাচ্চা তোর ফাসি হওয়া দরকার জালিমের তুই ফেরাউন। বাপ ফেরাউনের বাচ্চা,threat,70
জাহিদ খান মারা জুতা,threat,19
ক্ষমা চাপের ক্ষমা চাওয়া চাওয়ার বিষয়।,threat,39
বেশ্যা বাবার মিথ্যা বলছে দেশের সাহায্যে বুকে জুতা সারা বাংলাদেশ ভ্রমণ সবাইকে বিশ্বাসঘাতক পতিতাদের দেখাতে হবে।,threat,109
বার্তাটি বোঝার প্রয়োজন এভাবে জনগণ আপনাকে অপমান আপনাকে অপমান অপমানকারী জুতা মুসলমান তৌহিদি করবে।,threat,96
জুতামারা খান গাগা ছুট জাতের একজন মহিলা।,threat,39
ছি ছি বাংলায় ওরে ফাসি চাই।এই নাস্তিক ছি স্থান,threat,45
মুখে তোর মারি জুতা বেজন্মা,threat,26
মত শিক্ষিত মুরখের কপালে জুতা মারি অভদ্র।,threat,40
ফাঁসি নাস্তিকদের চাই,threat,20
মামলা অনেকটা জুতার সাথে গরু দেয়ার মত হেকারকে দোষারোপ মত,threat,56
নাস্তিকদের জুতা পরতে হবে।,threat,25
জুতা দেখেছেন বড় যাত্রা এসেছেন বাবা মায়ের বিয়ের সাথে জড়িত জানেন পিটানো,threat,73
মার্কিন প্রতিনিধি প্রত্যেক ধর্মই বাংলাদেশে অপরকে সম্মান স্মৃতিতে বাস করে।,threat,73
তোমাকে ক্ষমা করো সালি পরকাল বিশ্বাস করো সালি মুসলিম নামে কলঙ্ক ফেসবুক শুদু তোমাকে হেক দরকার নাটক ভাল অনুভব করতাম থাকো তোমাকে জুতা মারতাম সালি তেরা নাটক বন্ধ করতাম,threat,162
ভুল মুখ দিয়ে মানুষ মাত্রই ভুলতবে এক ভুল মুসলিমদের কলিজায় আঘাত দিয়েছেনএটা কেমন ভুল মুসলিম হয়েও পরকাল অবিশ্বাস করাপরকাল আল্লাহ ২লক্ষ বের রাসুল গণ বলেছেনএই পরকালের ভয়ের কথা জানাতে প্রিয় রাসূল রক্ত দিয়েছেনমাইর খেতে খেতে সারা জীবন পার করেছেননিজের জন্ম ভূমি ছেড়েচেন এক পরকালের কথা জানাতে গিয়েসারা কুরআনে উল্লেখ পরকাল ভয় করআপনে নবী কুরআন পরেননিআপনে পরকাল বিশ্বাস করেননা মানে আল্লাহ রাসূলকে বিশ্বাস করেননাআপনাকে বয়কট করলামভালো হয়ে ক্ষমতা থাকলে আপনাকে জবাই করতাম,threat,453
জুকারবার্গ ভাই দয়া বড় জুতার রিঅ্যাক্টর করুন অ্যাংরি অ্যাংরি রিঅ্যাক্টর শান্তি,threat,79
ধন্যবাদ হিরু আলম চেহারায় পুত ছোট লোকের বাচ্চা জায়েদ খান অহংকার কথা বলছিস ভাই।হালার মানুষের গুন প্রকাশ পায় পায় গুনে। হিরু আলম শ্রোতারা ভালোবাসে আসনের জনগন ভালোবাসে এমপি নির্বাচন যোগ্যতা এমপি নির্বাচন গুঞ্জন আলোচনা সারা দেশে । তুই ফহিনির এমপি নির্বাচন করবি মুখ পুত বের জুতা তর গালে মারবে।অহংকারীর পতন অনিবার্য,threat,307
তোরে জুতা দিয়া পিডাইয়া কপালের কোথাকার হালান ফাডাইয়া উচিতনাস্তিকের ঘরের নাস্তিক চারা,threat,83
চলুন রুপোর মত দেশ বের যাই,threat,25
অবশেষে বাংলাদেশে বুঝলা আছো এদেশের জানে।। রড দেয় বাঁশও বাঙালিরা,threat,62
কোপা সামসু সুদাসু।,threat,18
তোর খানকির পোলা নাম রাখছে ভালো কথাই পারিস তুই মাদারচোদ করোনা ভাইরাস লেখাপড়া করেছিস মাদারচোদ গুজব ভাইরাস নামে নায়ক দেখছি শালা তোর মত গুজব সুপারস্টার ভালো ভালো বাংলাদেশের দেরে নাম তলিয়ে তোর তুই কাবিল ভালো মাদারচোদ চাই মাদারচোদ এফডিসি বের দেয়া জুতার মালা গলায়,threat,261
যেই ঐক্যের ভিত্তি বহিষ্কার দিদির। আসে যায়,threat,41
হাঙ্গির মরতাছে তুই বিদাই দেশের তেন মানুষ হ দেশের তারাতারি খাইয়া জি তুই আছত নিয়া অয়েভ সিরিজ তুর,threat,94
আইন শৃঙ্খলা জোরালো বাহিনীকে অনুরোধ জানাচ্ছি আনা ন্যাক্কারজনক সুষ্ঠু তদন্ত আইনের আওতায় বিচার বাংলাদেশ,threat,101
খুন গরুদের সাথে এগিয়ে আসা,threat,26
সময় এসেছে জুতা দেশ কবিরকে নাস্তিক সাফা বের করার।,threat,49
লোকেরা বিচার মহান ঈশ্বর ঈশ্বরের মহান বিচারককে জিজ্ঞেস করবে।,threat,59
চাই বিচার ঘটনার,threat,15
ফেটা আসছে। কর শালীরে। ক্ষমা চাইতে জুতা,threat,38
উল্টো জুতাগুলো গালগুলো। দেখো,threat,28
কিভাবে ফেলে জুতা প্রিয় দাঁত দেব।,threat,33
কথা মানুষ বলছেন ক্ষমা আল্লাহর আল্লাহ আপনাকে ক্ষমা করে।যে কথা বলছেন মুসলিম রাষ্ট্রে বলতেন ফাঁসি হত। বাংলাদেশের কাছে। আইডি হ্যাক,threat,126
বাংলাদেশ জাতীয় দল দলই আপনারা নারী হয়ে,threat,37
আকজন মানুষ কখন পরকাল যেদিন কেও কার উপকারে আসবে নাহ সেদিন কেয়ামত তর বাব আইয়াও তরে বাচইতে পারবে। সুপারিস নবি মুহাম্মাদ রঃ পরকালে ছাড়া জান্নাত পাবে না। তুই পরকাল,threat,158
সালার আলমকে জুতা মারতাম সালা কর সালা হারামজাদা,threat,46
জুতাগুলো যাও সিলন।,threat,18
কয়েকশত বছর আগেও মাইক্রোঅর্গানিজম দেখতো বিশ্বাস করতো না। এমনটা নক্ষত্রগুলোর আলোর রেশ এখনো স্পেইস টেলিস্কোপগুলো পায়নি অস্তিত্ব অবিশ্বাস হবে। সবচে হাস্যকর ব্যাপার আপাত গ্রস হৃৎপিণ্ডফুসফুসের পরিবর্তন ব্যতীরকে মানুষ মূহুর্তে মৃত মানুষটির সাথে একটু আগেও সচল অর্গানিক ব্যক্তিটির পার্থক্য একমাত্র রুহ জলজ্যান্ত সত্যও অবিশ্বাস সায়েন্টিফিক থিংকিং র‍্যাশনাল থিংকিং ক্ষেত্র পার্থক্য পারাটাই বুদ্ধিবৃত্তিক অন্ধত্বের,threat,402
এক্টা পেজে রিপোর্ট মাইরা অাসেন,threat,30
টা কেরে জুতার রিয়েক্ট মার্ক করলো জুকারবার্গ,threat,43
কবির সাফা সকলকেই জুতা মারা,threat,26
মারা বাচ্চাকে ফাসি দিয়ে জানোয়ারের,threat,33
জুতা মারা প্রোয়জনকে বোঝাতে চাই জুতা মারা প্রিয় জুতা মারতে চাই কুকুরের বাচ্চাকে।,threat,81
তোর জর্ম কনডম দুর্গটনা তুই তোর গোরানোর জিজ্ঞেস বলবে তোকে জুতার মালা গলায় দিয়ে শহর জুড়ে মাকে পাথর দিয়ে মেরে ফেলার দরকার পুরো,threat,124
সোয়ে কাবীর মুজা কাবীর ড্যাহান কাবীর।,threat,37
উচিৎ। দেয়া হবেনা হরহর মহাদেবরা। সরকারের উচিৎ কথিত পতিতাকে জনসমক্ষে ফাঁশি বহিষ্কার শালার মৌলবাদী সংগঠন,threat,101
ভাই বেতন দেননি শ্রমিকদের,threat,24
করো জুতা এদেরকে সময় মেরে বের এখনো বাংলাদেশ,threat,43
তর মত খারাপ মারতাম পেতেম। মানুষ সাথে পিছিয়ে জুতার,threat,49
আচ্ছা তুই বললি যায় বিশ্বাস অক্সিজেনের সাহায্যে বেচে আছস ত পাওয়া যায় বাতাসও মিথ্যা তরে বিশ্বাস দেই সেটার ব্যাথা পাবি দারায় তরে খুশি থাপ্পর মারব তুই বলবি কারন তুই থাপ্পর না। তর বাপের ধন করিস বলত,threat,192
ধরনের ফাঁসি একজন নাস্তিকের জন্য।,threat,32
তারে জুতা মারতাম নাস্তিক তারে।,threat,30
বাবার জন্ম সঠিক জন্ম সঠিক জন্ম সঠিক জুতোর আপনাকে বেটে পড়তে তিন বেলার খাবারের বোধশক্তিতে আসবেন এরপর সঠিক ভুল বোধ,threat,112
আগামীকাল আইসিটি পরীক্ষায় যাচ্ছি গ্রুপে যাচ্ছি তিন বিষয় কথা ১ সেদিন জানেন বাবামা ২ ডোনাল্ড বিশ্বাস পর্নলাইফে জানেন ২ জানেন কবরে মজা ৩ জানেন দ্বিতীয় ক্র্যাশ ত্বকে জুতা আছেন,threat,173
নাস্তিকদের ভয় জুতা পান ঈশ্বরকে ভয় বের পেশা হারানোর বাংলাদেশ পান।,threat,66
খেলব খেলব।,threat,10
জায়েদ চিনি নামে হিরো আলম ময়নাকে চিনি জায়েদ থানার লোক কাউয়াকে হিরো আলমের জুতার সমান হয়নায় মিশা জায়েদ,threat,99
ওরে ফেলবেন নাস্তিক মেয়ে পাবেন,threat,29
জায়েদ হিরো পুত একটা হাই লেভেলের বেয়াদব বড়দেরকে নাম ডাকে আচ্ছা মান্না ভাই সালমান শাহ ভাই উনারা হিরো ছিলনা কথা বাদ দিলাম বর্তমানে সাকিব খান চলচ্চিত্র রাখছে শালার শালার পুত জায়েদ জায়িদকে জুতা দিয়া মারা দরকার,threat,204
নাস্তিক। পিটা সুউরটাকে দরকার জুতা,threat,33
সেফুদার ট্রাস ট্রাস তিন মিনিট পাঠিয়ে দেবে।,threat,43
সাফা তহের চাফার খুইল্লা লায়াম। দাঁত,threat,36
দ্রোহী দেশ কুত্তার বাচ্চাকে মালা দিয়ে বরন জুতার,threat,47
সাফা কবির বেসা খানকির গালে জুতা আঘাত হয়।,threat,41
পায়ের জুতা পায়ে পড়ে মাথায় না।,threat,33
জারা বোনকে আগুন ধরিয়ে গোরে তু ভাই বোন জোদি আগুনে পুড়িয়ে ফাঁসি দেয়া বুয়েতান হুজুরকে হত্যা দেশের সয়তানের জন্য।,threat,114
খাংকি তোর দেশে আয় তুই মাথা নেড়া জুতার মালা দিয়ে ঘোরানো হবে।,threat,59
অনুরুই নাস্তিকের বিতারিত আরেক নাস্তাক বিয়ের ধরশন নাস্তিকে বাংলাদেশের মাটি বাচ্চাকে প্রধান মন্তীর রইল,threat,100
বড়ই হও জুতা মারতাম সাফা নাস্তিক।,threat,33
মারি তুমারে জুতা,threat,16
জুকার বার্গকে অনুরোধ করবো প্লিজ জুতার রিয়েক্ট রিয়েক্ট কারন করেন। দিয়ে শান্তি পাচ্ছি একটা,threat,88
জাহিদ ভাই জুতা মার।,threat,19
দাও। জুতাগুলো ভাই,threat,17
কিভাব জুতা এপটা কের এচেচ তাড়া আল্লাহ থাকেল দুিনইয়াত আতাসিল সালার আসিফ।,threat,72
জুতা ট্রস হবে। দরকার পেটা ট্রস করে।দরকার সেফুদার পাঠিয়ে,threat,55
দিবো ডির্ভোস আজই তুমাকে যাইতে এইসব লাইনে করছিলাম রিকুয়েষ্ট করছো রাজি হইছিলাম কিসের ভালোবাসি এইসব দেখার রাজি হইছিলাম শয়তান সবাইকে দেখাইতেছো,threat,138
মনডা ১মুজা ১ মাস জুতা পরতে ১ গ্যাস বিশুদ্ধ পানি পান দেয়।,threat,57
নি এখনো ফাসি ভায়েরা,threat,19
রে। জুতাটা শা লি মার,threat,20
মনটা ৩ ছিরা জুতা দিয়া ওরে বারি মারিও পরকাল বিশ্বাস চায়,threat,54
একটা হালায় তামাশা।,threat,18
বাছ। মেরেছি কপালে জুতা কাফিরের,threat,30
পাতা ব্লক সবাই চাঁদে পাঠায়।,threat,28
সবাইকে একটা বাশ দাও বাংলাদেশ বাশের সংখ্যা বেড়েছে।,threat,50
সবাইকে রাজ পথে চাই।,threat,19
ভুল করোনি ঈশ্বরের সাথে ঠাট্টা করেছ জুতার সাথে মারা,threat,50
অপরাধীদের কঠোর শাস্তি চাই।,threat,26
জুতা মেরে গরু গেলো হয়ে দান,threat,26
জাহিদ খানের মারিএদের ছোটদের মুখে কেতুচ্ছ মানুষ জুতা মানুষদের মুখেজুতা মারি,threat,74
জেইএর বাচ্চা ভিডিওটা বানিয়েছে জুতা পিটানের দরকার।,threat,50
ভাল খান জুতাদিয়া পিটালে মাদার সুদ তেরে হিরা আলমের পা দেরে মাপছেন।,threat,66
ওরে সবাই একটা বাশ দাও বাংলাদেশ গেছে। সংখ্যা বাশের বেড়ে,threat,54
আপনাকে বহিষ্কারের ধন্যবাদ।,threat,26
মারা যাও সালির বাড়ির সালি বুঝতে পারবে।,threat,39
অনলাইক পেজ সবাই চাঁদে পাঠিয়ে ।,threat,30
রাষ্ট্রীয় নিপীড়নের ফাঁসি চাই।,threat,31
জায়েদখানকেজুতা মার সবাই।,threat,25
বিষয়ে বিশ্বাস আসলে ভাল সময়কে পানির মত নষ্ট করছে।,threat,50
আসুন বাংলাদেশ বের আসি।,threat,22
সাফা মাগিনাস্তিকআমার সোগা চোদা হয়তোমার মত নাস্তিক দেশে থাকার কবির দরকার নেইআমি ফাঁসি চাই,threat,88
সাফার বোন তোমাকে গোননা তোমাকে জুতা আঘাত বোমাটা দাও যেটা ডাউনলোড করো,threat,67
সুমিটকে বাড়ি আসতে বলো তোমাকে পাব।,threat,34
দেয়। শ্রমিকদের বেতন,threat,20
বেয়াদব একজন তুই। জুতা দিয়ে মারে সুজা দেব। তুই বলিস নাস্তিক নাস্তিকদের বাংলা জমিতে থাকতে ইনশাআল্লাহ বিতাড়িত সকল মুসলিম ভাই বোনদের অনুরোধ করব জমিতে প্রতিবাদ ছাড়ব। নাস্তিক বাংলার বিরুদ্ধে বিতাড়িত,threat,192
ইফতারের তুকে নেবো,threat,17
নায় জুতার আলমের হিরো সমান চেলেজ্ঞ জায়েদ,threat,39
কবিতা পড়ে হেসে বিছানায় হাগু করলাম সাফাকে অভিশাপ দিও জুতাও দাও।,threat,64
হেতির ফাঁসি উচিত।,threat,17
সাফা কপালে জুতা বাংলার দলে মার জমিতে ক্ষমা আপা।,threat,47
মারো পরকাল বিশ্বাস আমদানি সাফা গালে। নাস্তিকের করিনাঃ জুতা কবিরনতুন,threat,67
যঘন্নো তদন্তের অপরাধ ।উপুযুক্ত ঘৃনিত হওয়া বিচার,threat,47
করতাছে পছন্দ জানোয়ারকে জুতা দিয়া পিটাইতে ইচ্ছা করতাম,threat,52
ভাই মারতাম। রিয়েক্ট কয়েকশ নাই।থাকলে জুতা জুতার,threat,46
বাচ্চা মহিলাকে সবাই কর।নাস্তিকের পিটা জুতা,threat,42
জুতা পোলারে মার মাগির,threat,21
আচ্ছা তুই বললি যায় বিশ্বাস অক্সিজেনের সাহায্যে বেচে আছস ত পাওয়া বাপের মিথ্যা বাতাসও তরে বিশ্বাস দেই সেটার ব্যাথা পাবি দারায় তরে খুশি থাপ্পর মারব তুই বলবি কারন তুই থাপ্পর করিস না। তর যায় ধন বলত,threat,192
মহিলাকে পাঠাও ব্যাখ্যা করবো কিভাবে মিনিটের হয়।,threat,47
গল্পটি তৈরি অপরাধীকে রক্ষা,threat,26
তোমাকে একটা জুতা আঘাত করবো,threat,26
তোর ১ টাকার মাইয়াকে এদেশের আবাল কপালে মিডিয়ার পকিন্নিরা বালের সেলিব্রেটি বানিয়ে দেশের অধঃপতনঅধঃপতন হবেই বাঙালির নুসরাতকে মেরে ফেলার পরও মানুষ মাথা গামাচ্ছে চেয়ে বশি লাপালাপি করতেছে নিয়েনিজেকে এদেশের নাগরিক হিসেবে পরিচয় লজ্জা লাগতাছেজুতা মারি এসব মারকা,threat,251
ফাঁসি রাষ্ট্রীয় কর্তৃত্ব চাই।,threat,30
কোত্তালামম কারে।,threat,16
শালির জুতা মার।,threat,15
বলছেন পরকাল বিশ্বাস একটু চিন্তা মুসলমানদের বড় তারকা ঈশ্বরকে ভুলে গেছেন ঈশ্বর বিশ্বাস দেখেছেন পারেননি জুতা নিচে নামিয়েছি,threat,121
জুতা তোর মুখে,threat,13
রাজ পথে সবাইকে চাই,threat,18
জুতাটা মার,threat,10
হিরুআলমের পায়ের জুতার মান মিসাডাগরের সামাজিক সেবা প্রদান না।,threat,61
শয়তানের ছেলের ফাঁসি ছাই।,threat,25
নিশ্চয়ই জুতার সাথে বেটে,threat,24
নাস্তিকের মেয়েকে খারাপভাবে গালি দেবে দোহার দরকার মাদারচুডকে বাইঞ্চুডোরে খারাপ করো একেবারেই বিছানায় নই দয়া সবাই ইহুদির জুতা পরে।,threat,130
বাচ্চা। তোমাকে রাম পেতাম খুঁজে শয়তানের,threat,39
জায়েদকে হিরো আলম ময়নাকে চিনি চিনি জায়েদ থানার লোক হিরো আলমের জুতা মিশা জায়েদ,threat,80
ছাগলিং আলমকে জুতা মেরে ফেলব,threat,27
নাস্তিকদের জুতা মারি।,threat,21
করবে।,threat,5
জুতার বারি তোর বাজারের পতিতা কপালে,threat,34
শালা কৱ জুতা পিটা,threat,17
খানকি মাগিতরে জগৎ হক মিডিয়া বহিষ্কার।,threat,38
চলচ্চিত্র জগতে অবদান আরেকজনকে কিভাবে অপমান জাহিদের দরকার জুতাপেটা,threat,65
কুত্তি ফহিন্নি ট্রস ট্রস তোরে মারা জুতা,threat,39
গালে জুতা দাও।,threat,14
সেফাত উল্লাহ ভিটামিন ডেইলি রাতে কেপ্সুল দিয়ে আসছেচাপাইয়া শালি নাটক দোচাইতে আসে তর জুতার দাত ফালাই দেয়া দরকার,threat,108
জারা আপরা কর্তৃক মিতু মিতুর ক্ষমা পায় ক্ষমা পায় সম্পূর্ণ সত্য প্রকৃত কেয়ামতের মুহূর্ত পজন্তো।,threat,96
খানকিরপোলা রা মুসলিমের নাম কর হবির বেজন্মার নাম পরিবর্তন জবাই হবেন।,threat,67
বাংলায় জুতা অপেক্ষা বাংলার দামাল ছেলেরা আপনাকে সম্মান করবে।,threat,60
দেখি প্রধানমন্ত্রী কিভাবে আছেন।,threat,31
নাস্তিকরা জ্ঞান প্রদান নাস্তিকের গালে জুতা মারি সাথে একজন বোকা সাংবাদিককে।,threat,74
জুতাটা মার।,threat,11
জাহাননাম অপেক্ষা করছে।,threat,22
সাথে জুতা যাব কাছাকাছি যাই বাস্টার্ড,threat,36
জুতা সালার কর পিটা হালারে। জায়েদ,threat,32
সাফা তোমাকে যাব তোমাকে জুতাবো,threat,29
বাচ্চারে পিটানোর জুতা দরকার কুতার,threat,33
জুতা পেঠা তরে গালি,threat,18
ভালো ভাগ্য কথা হুজুর নাই।বল্লে নিদ্বিধায় রাজাকার বানিয়ে ফাঁসি হইতো।,threat,67
মার জুতা পোলারে মাগির,threat,21
মাগীরে মারতে মন জুতা চাচ্ছে।,threat,28
তোমাকে জানতাম একটা তোমাকে জুতার বাড়ি ভাল চাই।,threat,46
সময় এসেছে নাস্তিক সাফা কবিরকে জুতা দেশ বের আনার।,threat,49
তোমাকে তুমিতো দেখনা তাইবলে বিশ্বাসকরনা বলারকিছুইনাই ফুলের ব্যাথা সুগ্নী এইগুলো বিশ্বাস করকিনা আল্লাহকে দেখাযায়নাবলে আল্লাহকে বিশ্বাসকরনা আল্লাহর নিদর্শআছে আল্লাহকেছেনাটমত যদীতুমি কোপালপোড়াহও তোমারজন্য হাওয়া দোয়া থাকল আল্লাহযেন বাবা হেদায়েত দানকরেন পাগলনাকরেন।,threat,259
জায়েদ জুতার আলমের হিরু সমতুল্য খান,threat,34
সাফা খানকি বছর বয়সে জন্মগ্রহণ বাড়িতে মানুষের চুদার জন্ম দিয়েছিলেন খানকিতে।,threat,77
